10   1 + 9
10   2 + 8
10   3 + 7
10   4 + 6
10   5 + 5
10   6 + 4
10   7 + 3
10   8 + 2
10   9 + 1
10   10 + 0
11   1 + 10
11   2 + 9
11   3 + 8
11   4 + 7
11   5 + 6
11   6 + 5
11   7 + 4
11   8 + 3
11   9 + 2
11   10 + 1
11   11 + 0
12   1 + 11
12   2 + 10
12   3 + 9
12   4 + 8
12   5 + 7
12   6 + 6
12   7 + 5
12   8 + 4
12   9 + 3
12   10 + 2
12   11 + 1
12   12 + 0
13   1 + 12
13   2 + 11
13   3 + 10
13   4 + 9
13   5 + 8
13   6 + 7
13   7 + 6
13   8 + 5
13   9 + 4
13   10 + 3
13   11 + 2
13   12 + 1
13   13 + 0
14   1 + 13
14   2 + 12
14   3 + 11
14   4 + 10
14   5 + 9
14   6 + 8
14   7 + 7
14   8 + 6
14   9 + 5
14   10 + 4
14   11 + 3
14   12 + 2
14   13 + 1
14   14 + 0
15   1 + 14
15   2 + 13
15   3 + 12
15   4 + 11
15   5 + 10
15   6 + 9
15   7 + 8
15   8 + 7
15   9 + 6
15   10 + 5
15   11 + 4
15   12 + 3
15   13 + 2
15   14 + 1
15   15 + 0
16   1 + 15
16   2 + 14
16   3 + 13
16   4 + 12
16   5 + 11
16   6 + 10
16   7 + 9
16   8 + 8
16   9 + 7
16   10 + 6
16   11 + 5
16   12 + 4
16   13 + 3
16   14 + 2
16   15 + 1
16   16 + 0
17   1 + 16
17   2 + 15
17   3 + 14
17   4 + 13
17   5 + 12
17   6 + 11
17   7 + 10
17   8 + 9
17   9 + 8
17   10 + 7
17   11 + 6
17   12 + 5
17   13 + 4
17   14 + 3
17   15 + 2
17   16 + 1
17   17 + 0
18   1 + 17
18   2 + 16
18   3 + 15
18   4 + 14
18   5 + 13
18   6 + 12
18   7 + 11
18   8 + 10
18   9 + 9
18   10 + 8
18   11 + 7
18   12 + 6
18   13 + 5
18   14 + 4
18   15 + 3
18   16 + 2
18   17 + 1
18   18 + 0
19   1 + 18
19   2 + 17
19   3 + 16
19   4 + 15
19   5 + 14
19   6 + 13
19   7 + 12
19   8 + 11
19   9 + 10
19   10 + 9
19   11 + 8
19   12 + 7
19   13 + 6
19   14 + 5
19   15 + 4
19   16 + 3
19   17 + 2
19   18 + 1
19   19 + 0
20   1 + 19
20   2 + 18
20   3 + 17
20   4 + 16
20   5 + 15
20   6 + 14
20   7 + 13
20   8 + 12
20   9 + 11
20   10 + 10
20   11 + 9
20   12 + 8
20   13 + 7
20   14 + 6
20   15 + 5
20   16 + 4
20   17 + 3
20   18 + 2
20   19 + 1
20   20 + 0
21   1 + 20
21   2 + 19
21   3 + 18
21   4 + 17
21   5 + 16
21   6 + 15
21   7 + 14
21   8 + 13
21   9 + 12
21   10 + 11
21   11 + 10
21   12 + 9
21   13 + 8
21   14 + 7
21   15 + 6
21   16 + 5
21   17 + 4
21   18 + 3
21   19 + 2
21   20 + 1
21   21 + 0
22   1 + 21
22   2 + 20
22   3 + 19
22   4 + 18
22   5 + 17
22   6 + 16
22   7 + 15
22   8 + 14
22   9 + 13
22   10 + 12
22   11 + 11
22   12 + 10
22   13 + 9
22   14 + 8
22   15 + 7
22   16 + 6
22   17 + 5
22   18 + 4
22   19 + 3
22   20 + 2
22   21 + 1
22   22 + 0
23   1 + 22
23   2 + 21
23   3 + 20
23   4 + 19
23   5 + 18
23   6 + 17
23   7 + 16
23   8 + 15
23   9 + 14
23   10 + 13
23   11 + 12
23   12 + 11
23   13 + 10
23   14 + 9
23   15 + 8
23   16 + 7
23   17 + 6
23   18 + 5
23   19 + 4
23   20 + 3
23   21 + 2
23   22 + 1
23   23 + 0
24   1 + 23
24   2 + 22
24   3 + 21
24   4 + 20
24   5 + 19
24   6 + 18
24   7 + 17
24   8 + 16
24   9 + 15
24   10 + 14
24   11 + 13
24   12 + 12
24   13 + 11
24   14 + 10
24   15 + 9
24   16 + 8
24   17 + 7
24   18 + 6
24   19 + 5
24   20 + 4
24   21 + 3
24   22 + 2
24   23 + 1
24   24 + 0
25   1 + 24
25   2 + 23
25   3 + 22
25   4 + 21
25   5 + 20
25   6 + 19
25   7 + 18
25   8 + 17
25   9 + 16
25   10 + 15
25   11 + 14
25   12 + 13
25   13 + 12
25   14 + 11
25   15 + 10
25   16 + 9
25   17 + 8
25   18 + 7
25   19 + 6
25   20 + 5
25   21 + 4
25   22 + 3
25   23 + 2
25   24 + 1
25   25 + 0
26   1 + 25
26   2 + 24
26   3 + 23
26   4 + 22
26   5 + 21
26   6 + 20
26   7 + 19
26   8 + 18
