0   1 * 0
0   2 * 0
0   5 * 0
0   7 * 0
0   8 * 0
2   1 * 2
3   1 * 3
4   1 * 4
4   2 * 2
5   1 * 5
6   1 * 6
6   2 * 3
7   1 * 7
8   1 * 8
8   2 * 4
9   1 * 9
10   1 * 10
10   2 * 5
10   5 * 2
11   1 * 11
12   1 * 12
12   2 * 6
14   2 * 7
14   7 * 2
15   5 * 3
16   2 * 8
16   8 * 2
18   2 * 9
20   2 * 10
20   5 * 4
21   7 * 3
22   2 * 11
24   2 * 12
24   8 * 3
25   5 * 5
28   7 * 4
30   5 * 6
32   8 * 4
35   5 * 7
35   7 * 5
40   5 * 8
40   8 * 5
42   7 * 6
45   5 * 9
48   8 * 6
49   7 * 7
50   5 * 10
55   5 * 11
56   7 * 8
56   8 * 7
60   5 * 12
63   7 * 9
64   8 * 8
70   7 * 10
72   8 * 9
77   7 * 11
80   8 * 10
84   7 * 12
88   8 * 11
96   8 * 12
